params,time,steps,reward_mean,reward_median,reward_min,reward_max,reward_std
"{""alpha"": 0.5, ""epsilon"": 0.1, ""discount_factor"": 0.3, ""q_init"": 0, ""epsilon_decay"": 1e-05}",15.402146920064297,10,-0.07047221293468758,-0.07061965811965815,-0.07884615384615382,-0.062068965517241406,0.004317692195336293
"{""alpha"": 0.5, ""epsilon"": 0.1, ""discount_factor"": 0.4, ""q_init"": 0, ""epsilon_decay"": 1e-05}",15.111626095208521,10,-0.06943458591980868,-0.07066145092460883,-0.0760869565217391,-0.06333333333333337,0.00394367562361776
"{""alpha"": 0.5, ""epsilon"": 0.1, ""discount_factor"": 0.5, ""q_init"": 0, ""epsilon_decay"": 1e-05}",15.50126063998323,10,-0.07218437797553652,-0.07283536585365853,-0.08035714285714286,-0.065625,0.004135272325780991
"{""alpha"": 0.5, ""epsilon"": 0.1, ""discount_factor"": 0.6, ""q_init"": 0, ""epsilon_decay"": 1e-05}",15.496086919763911,10,-0.07217449078609246,-0.07177631578947369,-0.07755102040816327,-0.06857142857142857,0.0029403383743085904
"{""alpha"": 0.5, ""epsilon"": 0.1, ""discount_factor"": 0.7, ""q_init"": 0, ""epsilon_decay"": 1e-05}",15.104176823028865,10,-0.07168364200229256,-0.07105263157894738,-0.07799999999999999,-0.065625,0.003301767549055031
"{""alpha"": 0.5, ""epsilon"": 0.1, ""discount_factor"": 0.8, ""q_init"": 0, ""epsilon_decay"": 1e-05}",14.882483938789846,10,-0.07171708153736019,-0.07142375168690959,-0.07799999999999999,-0.06666666666666667,0.0035964788889545833
"{""alpha"": 0.5, ""epsilon"": 0.1, ""discount_factor"": 0.9, ""q_init"": 0, ""epsilon_decay"": 1e-05}",14.512747041586408,10,-0.06862022381695512,-0.06854575163398693,-0.0738095238095238,-0.060714285714285735,0.0035948242876315973
"{""alpha"": 0.5, ""epsilon"": 0.3, ""discount_factor"": 0.0, ""q_init"": 0, ""epsilon_decay"": 1e-05}",101.43853125763053,10,-0.09999999999999998,-0.09999999999999998,-0.09999999999999998,-0.09999999999999998,0.0
"{""alpha"": 0.5, ""epsilon"": 0.3, ""discount_factor"": 0.1, ""q_init"": 0, ""epsilon_decay"": 1e-05}",91.93071694899118,10,-0.09999999999999998,-0.09999999999999998,-0.09999999999999998,-0.09999999999999998,0.0
"{""alpha"": 0.5, ""epsilon"": 0.3, ""discount_factor"": 0.2, ""q_init"": 0, ""epsilon_decay"": 1e-05}",68.12429451963362,10,-0.09999999999999998,-0.09999999999999998,-0.09999999999999998,-0.09999999999999998,0.0
"{""alpha"": 0.5, ""epsilon"": 0.3, ""discount_factor"": 0.3, ""q_init"": 0, ""epsilon_decay"": 1e-05}",15.463942377966305,10,-0.07035252828015987,-0.06985735735735737,-0.07555555555555553,-0.065625,0.0033613466228793873
"{""alpha"": 0.5, ""epsilon"": 0.3, ""discount_factor"": 0.4, ""q_init"": 0, ""epsilon_decay"": 1e-05}",14.739197646698813,10,-0.0695308492770153,-0.06981203007518798,-0.07962962962962959,-0.060714285714285735,0.005708096014105515
"{""alpha"": 0.5, ""epsilon"": 0.3, ""discount_factor"": 0.5, ""q_init"": 0, ""epsilon_decay"": 1e-05}",14.61304199420374,10,-0.07169785829632662,-0.07179487179487182,-0.07924528301886789,-0.065625,0.004007525374144808
"{""alpha"": 0.5, ""epsilon"": 0.3, ""discount_factor"": 0.6, ""q_init"": 0, ""epsilon_decay"": 1e-05}",14.75502260934627,10,-0.06772750127298677,-0.07066145092460883,-0.07105263157894738,-0.060714285714285735,0.0040826654870106446
"{""alpha"": 0.5, ""epsilon"": 0.3, ""discount_factor"": 0.7, ""q_init"": 0, ""epsilon_decay"": 1e-05}",14.665566158118963,10,-0.07390429821631092,-0.07498708010335915,-0.08035714285714286,-0.06764705882352942,0.0040645553965178455
"{""alpha"": 0.5, ""epsilon"": 0.3, ""discount_factor"": 0.8, ""q_init"": 0, ""epsilon_decay"": 1e-05}",14.573671389753144,10,-0.07630025556953943,-0.07568027210884354,-0.08450704225352108,-0.07105263157894738,0.0044293571348750175
